,Media,Date,Tweet,Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
402,@nytimes,Tue Jul 10 20:00:16 +0000 2018,Eat this by the bowl as is or toss it with cooked rice or beans for a more filling salad https://t.co/mEhHw1tMeP https://t.co/ywtyR1j77s,0.0,0.0,0.0,1.0,3
403,@nytimes,Tue Jul 10 19:54:15 +0000 2018,"France beat Belgium, 1-0, to advance to the World Cup final. It will face England or Croatia.  https://t.co/Gi7OD39fPQ",0.0,0.0,0.0,1.0,4
404,@nytimes,Tue Jul 10 19:48:45 +0000 2018,There have been 23 goals scored in the 90th minute and second-half stoppage time so far in this World Cup… https://t.co/AdyKL6Fz59,0.0,0.0,0.0,1.0,5
405,@nytimes,Tue Jul 10 19:45:06 +0000 2018,"Democrats know they will have a difficult time persuading the Senate to reject Judge Brett Kavanaugh, but they have… https://t.co/0428CLwKuI",-0.3818,0.0,0.175,0.825,6
406,@nytimes,Tue Jul 10 19:30:10 +0000 2018,A prosecutor is under investigation for posting “discriminatory comments” on social media that reportedly took aim… https://t.co/CHs71y4KTk,0.0,0.0,0.0,1.0,7
407,@nytimes,Tue Jul 10 19:20:08 +0000 2018,"George Clooney is “recovering at home and will be fine,” his publicist said, following a scooter crash in Italy https://t.co/4WCPagVYej",-0.4019,0.0,0.13,0.87,8
408,@nytimes,Tue Jul 10 19:10:08 +0000 2018,"France won the World Cup in 1998, beating Brazil 3-0: https://t.co/PSX4V63wo4 

Belgium has never won the World Cup… https://t.co/P5jh7DFjwZ",0.6597,0.28,0.114,0.606,9
409,@nytimes,Tue Jul 10 19:00:14 +0000 2018,The best-remembered act of Lord Carrington’s long political career was a resignation https://t.co/XXBqXgJV3b,-0.296,0.0,0.167,0.833,10
410,@nytimes,Tue Jul 10 18:45:05 +0000 2018,A deputy heard faint cries in the Montana woods. He found a 5-month-old buried under sticks and debris. https://t.co/3TprDtKv1r,-0.4019,0.0,0.144,0.856,11
411,@nytimes,Tue Jul 10 18:30:04 +0000 2018,Belgium has transformed itself from an intriguing long-shot into a World Cup favorite. Here's why they'll win the W… https://t.co/kb6hpj7pEj,0.7783,0.286,0.0,0.714,12
412,@nytimes,Tue Jul 10 18:15:08 +0000 2018,"With the nomination of Brett Kavanaugh, Georgetown Preparatory School could have 2 alumni on the Supreme Court https://t.co/TwpE2WLgy9",0.5574,0.184,0.0,0.816,13
413,@nytimes,Tue Jul 10 18:01:05 +0000 2018,France is the favorite in today's World Cup game against Belgium. The winner will go to Sunday’s final. Live update… https://t.co/z2mahK68ld,0.7783,0.264,0.0,0.736,14
414,@nytimes,Tue Jul 10 17:50:04 +0000 2018,Officials struggled on Tuesday to pull off a series of court-ordered reunifications between detained migrant childr… https://t.co/2YdZcsVJF4,-0.6249,0.0,0.267,0.733,15
415,@nytimes,Tue Jul 10 17:40:03 +0000 2018,"Belgium has a model, a blueprint, a plan. 
Croatian soccer is in a state of near-permanent chaos. 
They're both in… https://t.co/UoP1ZgOGkn",-0.5719,0.0,0.188,0.812,16
416,@nytimes,Tue Jul 10 17:30:15 +0000 2018,"RT @NYTNational: How do wildfires end up with names like Witch, Not Creative or 416? The clue, unlike for hurricanes, is often in the locat…",-0.3412,0.085,0.167,0.748,17
417,@nytimes,Tue Jul 10 17:20:08 +0000 2018,How to watch the World Cup semifinals https://t.co/W1eSqS1xW0,0.0,0.0,0.0,1.0,18
418,@nytimes,Tue Jul 10 17:10:04 +0000 2018,"RT @NYTHealth: Racing against time, the surgeon injected a billion mitochondria into the baby's damaged heart muscle. Within two days, the…",-0.4404,0.0,0.132,0.868,19
419,@nytimes,Tue Jul 10 17:00:10 +0000 2018,"Was the reality-TV rollout of Judge Brett Kavanaugh informative? No, and that's just how it was designed to be,… https://t.co/kKsbBweEWE",-0.296,0.0,0.104,0.896,20
420,@nytimes,Tue Jul 10 16:45:10 +0000 2018,Have you been brushing up on relative clauses? Subject-verb agreement? Test your skills in our copy editing quiz. https://t.co/A1SATJgFqH,0.5514,0.165,0.0,0.835,21
421,@nytimes,Tue Jul 10 16:30:04 +0000 2018,"Rescue divers navigated flooded passages, with some openings as small as 3 feet wide and 2 feet tall, to rescue the… https://t.co/XV8SEXvLkx",0.765,0.268,0.0,0.732,22
422,@nytimes,Tue Jul 10 16:15:06 +0000 2018,"With Prime Day coming up, here's how our colleagues at @wirecutter, a New York Times company, are picking the best… https://t.co/cQSkItfgpf",0.0,0.0,0.0,1.0,23
423,@nytimes,Tue Jul 10 16:00:07 +0000 2018,Trump pardoned 2 Oregon ranchers who were convicted of arson. The case set off an armed occupation of a wildlife re… https://t.co/AGpoh3b3EH,0.2263,0.091,0.0,0.909,24
424,@nytimes,Tue Jul 10 15:45:07 +0000 2018,"If you've been watching the World Cup, you've seen every player from every country react to a missed goal like this… https://t.co/wWAPbyDwxM",0.0772,0.105,0.093,0.802,25
425,@nytimes,Tue Jul 10 15:30:17 +0000 2018,A tech guru in Vancouver suddenly fled to China. His story is fueling calls for heightened skepticism of Chinese mo… https://t.co/K7PvM3owju,-0.25,0.0,0.095,0.905,26
426,@nytimes,Tue Jul 10 15:15:11 +0000 2018,"In China, Big Brother is watching, and not hiding it. Cameras and facial recognition are being used to track, and s… https://t.co/XiDAcJsnm0",0.2235,0.082,0.0,0.918,27
427,@nytimes,Tue Jul 10 15:00:08 +0000 2018,A freelance writer criticized Nicki Minaj's music. Then the stans attacked. https://t.co/N3LuUUVdI2,-0.5106,0.14,0.35,0.51,28
428,@nytimes,Tue Jul 10 14:47:57 +0000 2018,"RT @nytimesbusiness: If the private jets are jamming the airport near Sun Valley, Idaho, it must be time for the Allen &amp; Company annual med…",0.0,0.0,0.0,1.0,29
429,@nytimes,Tue Jul 10 14:32:15 +0000 2018,"RT @NYTNational: Why did the Trump administration add a citizenship question to the 2020 census? After a court hearing, one expert says, ""t…",0.0,0.0,0.0,1.0,30
430,@nytimes,Tue Jul 10 14:05:03 +0000 2018,"With the Supreme Court’s ideological balance at stake, the battle over Judge Brett Kavanaugh will cost tens of mill… https://t.co/bhyf5oGdP8",0.25,0.149,0.107,0.744,31
431,@nytimes,Tue Jul 10 13:50:05 +0000 2018,Michael Avenatti thinks he can bring down the president — one cable-news hit at a time https://t.co/Sp8edXC2ff,0.0,0.0,0.0,1.0,32
432,@nytimes,Tue Jul 10 13:35:02 +0000 2018,What does Trump's Supreme Court pick mean for the November elections? Here are 2 hints. https://t.co/fKAB851ltN,0.5574,0.205,0.0,0.795,33
433,@nytimes,Tue Jul 10 13:20:09 +0000 2018,Jimmy Kimmel returned from vacation with a mind to settle scores. Our late-night roundup: https://t.co/VLZyO2IEAk,0.0,0.0,0.0,1.0,34
434,@nytimes,Tue Jul 10 13:05:05 +0000 2018,"Given Judge Brett Kavanaugh’s conservative record and the political math in the Senate, what happens now? https://t.co/dVOf4X70JR",0.0,0.0,0.0,1.0,35
435,@nytimes,Tue Jul 10 12:50:07 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/ddKIArNWB8,0.0,0.0,0.0,1.0,36
436,@nytimes,Tue Jul 10 12:35:42 +0000 2018,"In Opinion 

Jenni Russell writes, ""Britain is teetering on the edge, on the verge of making catastrophic, irrevers… https://t.co/yfg36sbbDg",-0.4939,0.0,0.151,0.849,37
437,@nytimes,Tue Jul 10 12:20:06 +0000 2018,"RT @nytfood: Cook the way @alisoneroman does: impressively, and without a lot of fuss. She'll show you how in her new column. https://t.co/…",0.4588,0.125,0.0,0.875,38
438,@nytimes,Tue Jul 10 12:08:22 +0000 2018,Boris Johnson Has Ruined Britain https://t.co/FVgbGiGNfs,-0.4767,0.0,0.383,0.617,39
439,@nytimes,Tue Jul 10 12:07:11 +0000 2018,"Breaking News: All 12 young soccer players and their coach have been freed from a Thai cave, after a more than 2-we… https://t.co/gIaB95yiXE",0.4019,0.119,0.0,0.881,40
440,@nytimes,Tue Jul 10 12:02:02 +0000 2018,"Starbucks will stop using disposable plastic straws by 2020, eliminating more than one billion straws a year, the r… https://t.co/SxYplF56MF",-0.296,0.0,0.109,0.891,41
441,@nytimes,Tue Jul 10 11:47:03 +0000 2018,McKinsey has ended a lucrative consulting contract with ICE. A Times report about the firm’s work prompted question… https://t.co/M4qVD7toMB,0.0,0.0,0.0,1.0,42
442,@nytimes,Tue Jul 10 11:32:05 +0000 2018,President Trump nominated Judge Brett Kavanaugh for the Supreme Court. Here’s what happens next and what you can ex… https://t.co/9C8xFAkupT,0.5574,0.159,0.0,0.841,43
443,@nytimes,Tue Jul 10 11:17:04 +0000 2018,RT @nytimesphoto: Photos that show the routes of the Underground Railroad https://t.co/bQ8eUGErvd https://t.co/7iYhbLKEky,0.0,0.0,0.0,1.0,44
444,@nytimes,Tue Jul 10 11:14:25 +0000 2018,Will Kavanaugh Provide Cover for Trump? https://t.co/TcRBaAWomZ,0.0,0.0,0.0,1.0,45
445,@nytimes,Tue Jul 10 11:02:02 +0000 2018,Think about making a double batch of this hummus. It goes quickly. https://t.co/fLqYR7sL59,0.0,0.0,0.0,1.0,46
446,@nytimes,Tue Jul 10 10:56:29 +0000 2018,"Nearly 6 Months on the Job, the Subway Chief Is Set to Finally Meet the Mayor https://t.co/qxY0xhDhc1",0.0,0.0,0.0,1.0,47
447,@nytimes,Tue Jul 10 10:43:56 +0000 2018,‘No Poach’ Deals for Fast-Food Workers Face Scrutiny by States https://t.co/sSO1z0STlB,0.0,0.0,0.0,1.0,48
448,@nytimes,Tue Jul 10 10:42:02 +0000 2018,"In Opinion,

“President Trump’s contention, that women need access to formula because of malnutrition, defies both… https://t.co/lw62YnN7Us",0.0,0.0,0.0,1.0,49
449,@nytimes,Tue Jul 10 10:41:15 +0000 2018,"Critic’s Notebook: Onstage, the New Gay Agenda Involves Cake and Not Getting Fired https://t.co/QNAT3UinEd",0.4449,0.184,0.0,0.816,50
450,@nytimes,Tue Jul 10 10:36:17 +0000 2018,"Why Was a Citizenship Question Put on the Census? ‘Bad Faith,’ a Judge Suggests https://t.co/NlVIiH2QAF",0.0,0.0,0.0,1.0,51
451,@nytimes,Tue Jul 10 10:27:22 +0000 2018,NATO summit meetings were once ritualistic events. They've have become anxiety-producing confrontations where the m… https://t.co/nOytLFqJEA,-0.3612,0.0,0.143,0.857,52
452,@nytimes,Tue Jul 10 10:10:59 +0000 2018,"An algae bloom in Florida has grown rapidly and widely, alarming businesses and residents https://t.co/2DHKTXCKae",-0.128,0.0,0.097,0.903,53
453,@nytimes,Tue Jul 10 09:54:19 +0000 2018,"Forget what you know about press conferences. This is a World Cup press conference, amateur theater included. https://t.co/Bbu3tONHuw",-0.2263,0.0,0.106,0.894,54
454,@nytimes,Tue Jul 10 09:38:02 +0000 2018,RT @nytimesworld: Iranians are protesting the public shaming of a young woman for having posted a video of herself dancing on Instagram. In…,-0.4215,0.0,0.123,0.877,55
455,@nytimes,Tue Jul 10 09:08:17 +0000 2018,The Checkup: What Babies Know About Their Bodies and Themselves https://t.co/VBq8G3SqPO,0.0,0.0,0.0,1.0,56
456,@nytimes,Tue Jul 10 09:03:23 +0000 2018,9 new books recommended by critics and editors at The New York Times https://t.co/4qYgWnUA2R,-0.1027,0.12,0.147,0.733,57
457,@nytimes,Tue Jul 10 08:45:54 +0000 2018,Tech tools are far more efficient at keeping your plans organized and easily accessible https://t.co/AlIi7Hjk43,0.6697,0.297,0.0,0.703,58
458,@nytimes,Tue Jul 10 08:28:40 +0000 2018,"The man that brought you Ali G, Borat Sagdiyev and Bruno Gehard is returning to TV https://t.co/rvZD1FIfvJ",0.0,0.0,0.0,1.0,59
459,@nytimes,Tue Jul 10 08:11:02 +0000 2018,"Where Trump goes in Britain, protesters will follow. (And a 19-foot balloon may not be far behind.) https://t.co/buldqCwBL9",-0.2263,0.0,0.106,0.894,60
460,@nytimes,Tue Jul 10 07:44:12 +0000 2018,Starbucks to Stop Using Disposable Plastic Straws by 2020 https://t.co/TxgDTY6xll,-0.296,0.0,0.196,0.804,61
461,@nytimes,Tue Jul 10 07:42:35 +0000 2018,"“If you are waiting for the World Cup to make decisions, you’re not doing your work well enough,” one recruiter said https://t.co/CHsJLoHOJK",0.2732,0.091,0.0,0.909,62
462,@nytimes,Tue Jul 10 07:25:04 +0000 2018,"RT @nytimesworld: “The man started to scream,” says a witness to a paramilitary killing in Colombia. “The man went out, and—boom—all of a s…",-0.6597,0.0,0.18,0.82,63
463,@nytimes,Tue Jul 10 06:55:04 +0000 2018,"RT @nytimestheater: Will Broadway welcome an Australian musical invasion? “I’m no expert,"" says one composer, ""but I’ve certainly got the i…",0.5423,0.206,0.065,0.729,64
464,@nytimes,Tue Jul 10 06:35:09 +0000 2018,RT @natashanyt: 1/ A Facebook patent application describes a system that could match the faces of shoppers in stores with their social netw…,0.0,0.0,0.0,1.0,65
465,@nytimes,Tue Jul 10 06:18:18 +0000 2018,Another front to Facebook's privacy battles? Facial recognition technology. https://t.co/cpxDbYjeDB,-0.3818,0.0,0.224,0.776,66
466,@nytimes,Tue Jul 10 06:02:05 +0000 2018,RT @nytimesworld: President Erdogan was sworn in for a five-year term under a new Constitution that gives Turkey’s president sweeping execu…,0.0,0.0,0.0,1.0,67
467,@nytimes,Tue Jul 10 05:40:26 +0000 2018,Working as a flight attendant may increase the risk for cancer https://t.co/JYPU009iwR,-0.6369,0.137,0.387,0.476,68
468,@nytimes,Tue Jul 10 05:23:32 +0000 2018,"Liu Xia, Detained Widow of Nobel Peace Laureate, Leaves China https://t.co/xdxwxpsiys",0.2023,0.23,0.178,0.592,69
469,@nytimes,Tue Jul 10 05:07:53 +0000 2018,HBO has long favored quality over quantity. That may be changing. https://t.co/elazRrhEpa,0.4215,0.203,0.0,0.797,70
470,@nytimes,Tue Jul 10 04:51:05 +0000 2018,How a troubled Florida teenager went from the “Dr. Phil” show to signing a major-label record deal as a rapper https://t.co/IN2Qnz3xLW,-0.4588,0.0,0.15,0.85,71
471,@nytimes,Tue Jul 10 04:34:50 +0000 2018,A white manager of a Memphis apartment complex was fired after she called the police on a black man wearing socks i… https://t.co/O7FPF6v4g0,-0.5574,0.0,0.159,0.841,72
472,@nytimes,Tue Jul 10 04:18:01 +0000 2018,"RT @nytopinion: President Trump’s contention that women need access to formula because of malnutrition, defies both science and common sens…",0.0,0.0,0.0,1.0,73
473,@nytimes,Tue Jul 10 03:55:48 +0000 2018,Erdogan Begins New Term and Names His Son-in-Law Finance Minister https://t.co/owqR0T4IeE,0.0,0.0,0.0,1.0,74
474,@nytimes,Tue Jul 10 03:47:04 +0000 2018,RT @NYTNational: A Texas man said he was acting in self-defense when he fatally shot a teenager. The police said cellphone videos cast doub…,-0.6369,0.0,0.167,0.833,75
475,@nytimes,Tue Jul 10 03:32:01 +0000 2018,"To rescue the boys in the Thai cave, divers have to navigate flooded passages, with some openings as small as 3 fee… https://t.co/Jm0h4dFmc3",0.5106,0.136,0.0,0.864,76
476,@nytimes,Tue Jul 10 03:17:03 +0000 2018,"RT @nytpolitics: After weeks of solo travel around the United States, Melania Trump plans to revive her child-focused project “Be Best” as…",0.6369,0.206,0.0,0.794,77
477,@nytimes,Tue Jul 10 03:02:02 +0000 2018,"Global health experts say breast milk is especially important for babies in poor countries, where unsafe water supp… https://t.co/VEDzjHTl7i",-0.2516,0.094,0.14,0.766,78
478,@nytimes,Tue Jul 10 02:47:05 +0000 2018,"New York City will inspect all public housing where lead paint may have been used, the mayor said. It could take 2… https://t.co/yqAodQxFWu",0.0,0.0,0.0,1.0,79
479,@nytimes,Tue Jul 10 02:32:06 +0000 2018,Video and partial transcript: President Trump announces Brett Kavanaugh as Supreme Court nominee https://t.co/vPICmZO6O1,0.5574,0.217,0.0,0.783,80
480,@nytimes,Tue Jul 10 02:23:03 +0000 2018,"RT @jdavidgoodman: NEW: Mayor @BilldeBlasio says New York City will vastly expand its testing for lead in public housing to reach 130,000 a…",0.34,0.139,0.0,0.861,81
481,@nytimes,Tue Jul 10 02:17:05 +0000 2018,RT @nytopinion: There’s So Much You Don’t Know About Brett Kavanaugh https://t.co/mzmJBVQL0k https://t.co/QmRMpKds3Q,0.0,0.0,0.0,1.0,82
482,@nytimes,Tue Jul 10 02:02:05 +0000 2018,President Trump nominated Judge Brett Kavanaugh for the Supreme Court. Here’s what happens next and what you can ex… https://t.co/K3OHnzqdA1,0.5574,0.159,0.0,0.841,83
483,@nytimes,Tue Jul 10 01:51:04 +0000 2018,"RT @hillhulse: Sen Schumer: ""I will oppose Judge Kavanaugh’s nomination with everything I have, and I hope a bipartisan majority will do th…",0.4404,0.132,0.0,0.868,84
484,@nytimes,Tue Jul 10 01:40:12 +0000 2018,"Breaking News: Migrant families cannot be held in long-term detention, a federal judge ruled, delivering a signific… https://t.co/rjNnnK2o6j",-0.3612,0.0,0.143,0.857,85
485,@nytimes,Tue Jul 10 01:37:05 +0000 2018,"RT @adamliptak: My profile of Judge Brett Kavanaugh, President Trump’s Supreme Court pick

https://t.co/WRNSd83mL1",0.5574,0.217,0.0,0.783,86
486,@nytimes,Tue Jul 10 01:27:06 +0000 2018,"RT @nytgraphics: In choosing Brett M. Kavanaugh, President Trump opted for a Washington insider who, according to at least one measure, may…",0.0,0.0,0.0,1.0,87
487,@nytimes,Tue Jul 10 01:15:00 +0000 2018,Watch Judge Brett Kavanaugh speak live: https://t.co/EDWxIDIFKZ,0.0,0.0,0.0,1.0,88
488,@nytimes,Tue Jul 10 01:04:31 +0000 2018,Breaking News: President Trump has selected Brett Kavanaugh for the Supreme Court. His confirmation would cement a… https://t.co/L00RPJM6YY,0.5574,0.175,0.0,0.825,89
489,@nytimes,Tue Jul 10 00:55:21 +0000 2018,"RT @nytpolitics: In a few minutes, President Trump will announce his Supreme Court nominee. We will have live video coverage. Tune in here:…",0.5574,0.146,0.0,0.854,90
490,@nytimes,Tue Jul 10 00:47:04 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/T2FLo7N66x,0.0,0.0,0.0,1.0,91
491,@nytimes,Tue Jul 10 00:32:06 +0000 2018,"Migrants have been found in duffel bags, toolboxes and washing machines, as smugglers go to ever greater lengths to… https://t.co/L6IXA7d1dS",0.0258,0.109,0.105,0.786,92
492,@nytimes,Tue Jul 10 00:17:05 +0000 2018,"RT @nytopinion: Bill Shine was too tainted by sexual harassment scandal to keep working at Fox News. Now he works in the White House, write…",-0.7506,0.0,0.218,0.782,93
493,@nytimes,Tue Jul 10 00:02:06 +0000 2018,"The former driver for Donald Trump accused him and the Trump Organization of failing to pay him more than 3,000 hou… https://t.co/A2as0UVeh3",-0.7096,0.0,0.266,0.734,94
494,@nytimes,Mon Jul 09 23:47:04 +0000 2018,"To celebrate 50 years of the Man Booker Prize, the public voted on the best book that ever won it https://t.co/bNbsI2Ukel",0.9423,0.467,0.0,0.533,95
495,@nytimes,Mon Jul 09 23:32:06 +0000 2018,The internet has made finding other people with your health problem easier. “You can get a much better sense of wha… https://t.co/SoAAgGrdAJ,0.4588,0.216,0.102,0.682,96
496,@nytimes,Mon Jul 09 23:17:04 +0000 2018,RT @kevinmdraper: Michele Roberts has read your cap smoothing arguments and thinks they’re bogus: https://t.co/kyOYQPuRR4 https://t.co/MueQ…,-0.4019,0.0,0.153,0.847,97
497,@nytimes,Mon Jul 09 23:02:02 +0000 2018,McKinsey has ended a lucrative consulting contract with ICE. A Times report about the firm’s work prompted question… https://t.co/Kr7lFlGw0O,0.0,0.0,0.0,1.0,98
498,@nytimes,Mon Jul 09 22:47:03 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/V9LSLRb4P6,0.0,0.0,0.0,1.0,99
499,@nytimes,Mon Jul 09 22:32:05 +0000 2018,"Starbucks will stop using disposable plastic straws by 2020, eliminating more than one billion straws a year, the r… https://t.co/pN2Oiij9OA",-0.296,0.0,0.109,0.891,100
